Station Number,Station Name,Province,Status,Latitude,Longitude,Year From,Year To,Gross Drainage Area (km2),Effective Drainage Area (km2),Regulation,Data Type,Operation Schedule,Sediment,RHBN,Real-Time,Datum Name,Publishing Office,Operating Agency,Contributed
08HB038,"FRENCH CREEK AT COOMBS",BC,Discontinued,49.30472,-124.42500,1969,1989,"58.3",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB039,"NANOOSE CREEK AT THE MOUTH",BC,Discontinued,49.26500,-124.20361,1970,1972,"",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08HB040,"KNARSTON CREEK AT SUPERIOR ROAD",BC,Discontinued,49.24778,-124.10083,1970,1971,"3.89",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08HB041,"JUMP CREEK AT THE MOUTH",BC,Active,49.02497,-124.18681,1972,2024,"62.2",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HB042,"ROY CREEK AT CUMBERLAND ROAD",BC,Discontinued,49.63944,-124.95111,1971,1971,"",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08HB043,"BEAR CREEK AT BRYSON ROAD",BC,Discontinued,49.37111,-124.93111,1971,2000,"11.4",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB044,"TRENT RIVER NEAR ROYSTON",BC,Discontinued,49.63944,-124.93056,1971,1976,"72.0",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB045,"GRAHAM CREEK AT THE MOUTH",BC,Discontinued,49.50667,-124.73111,1973,1978,"3.37",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB046,"HOGGAN CREEK AT OUTLET OF HOGGAN LAKE",BC,Discontinued,49.14917,-123.82722,1974,1978,"6.48",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB047,"OGDEN CREEK AT OUTLET OF OGDEN LAKE",BC,Discontinued,49.47944,-124.26667,1974,1978,"1.86",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB048,"CARNATION CREEK AT THE MOUTH",BC,Active,48.91556,-124.99778,1972,2024,"10.3",,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HB050,"BEAVER CREEK ABOVE 180 M CONTOUR",BC,Discontinued,49.35000,-124.88500,1974,1976,"3.89",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB051,"INDIAN RESERVE CREEK (NORTH FORK) NEAR LANTZVILLE",BC,Discontinued,49.25111,-124.12111,1975,1979,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB052,"INDIAN RESERVE CREEK (SOUTH FORK) NEAR LANTZVILLE",BC,Discontinued,49.25111,-124.12083,1975,1979,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB053,"HOGGAN LAKE ON GABRIOLA ISLAND",BC,Discontinued,49.15333,-123.82611,1974,1978,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB054,"CHASE RIVER NEAR NANAIMO",BC,Discontinued,49.14778,-123.94333,1979,1979,"",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB055,"QUENNELL LAKE NEAR CEDAR",BC,Discontinued,49.07167,-123.80667,1976,1980,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB056,"GRAHAM LAKE ON DENMAN ISLAND",BC,Discontinued,49.51139,-124.75111,1977,1981,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB057,"CHICADEE LAKE ON DENMAN ISLAND",BC,Discontinued,49.56083,-124.80889,1977,1981,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB058,"OGDEN LAKE ON LASQUETI ISLAND",BC,Discontinued,49.47972,-124.27000,1977,1978,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB059,"DEER CREEK AT BEAVER CREEK ROAD NEAR ALBERNI",BC,Discontinued,49.34444,-124.91500,1977,1981,"6.48",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB060,"NAHMINT LAKE NEAR PORT ALBERNI",BC,Discontinued,49.12278,-124.99000,1983,1983,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"B.C. MINISTRY OF ENVIRONMENT",Y
08HB062,"LUGRIN CREEK NEAR PORT ALBERNI",BC,Discontinued,49.27083,-124.83361,1977,1979,"3.89",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"B.C. MINISTRY OF ENVIRONMENT",Y
08HB063,"KITSUCKSUS CREEK ABOVE CHERRY CREEK",BC,Discontinued,49.28444,-124.79944,1978,1981,"21.7",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB064,"MERCANTILE CREEK NEAR UCLUELET",BC,Discontinued,48.95833,-125.52333,1979,1984,"10.4",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB066,"PRIEST LAKE NEAR LADYSMITH",BC,Discontinued,49.05500,-123.77111,1979,1980,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"B.C. MINISTRY OF ENVIRONMENT",Y
08HB068,"MCCOY CREEK NEAR ALBERNI",BC,Discontinued,49.26472,-124.86639,1980,1985,"15.2",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB069,"CARNATION CREEK AT 150 M CONTOUR",BC,Discontinued,48.92889,-124.94111,1980,2000,"2.53",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB070,"MCCOY LAKE NEAR ALBERNI",BC,Discontinued,49.26500,-124.88417,1981,1985,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB071,"HOLDEN LAKE NEAR NANAIMO",BC,Discontinued,49.10889,-123.82917,1980,1985,"",,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"B.C. MINISTRY OF ENVIRONMENT",Y
08HB072,"FAWN CREEK NEAR ALBERNI",BC,Discontinued,49.34028,-124.90944,1983,1989,"7.29",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB073,"BEAR CREEK AT SOMERS ROAD NEAR ALBERNI",BC,Discontinued,49.37278,-124.94944,1982,1987,"1.65",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB074,"CRUICKSHANK RIVER NEAR THE MOUTH",BC,Active,49.57878,-125.21403,1982,2024,"213",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM NO. 2,VANCOUVER,"",N
08HB075,"DOVE CREEK NEAR THE MOUTH",BC,Active,49.73658,-125.08572,1985,2024,"41.1",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08HB076,"SUGSAW LAKE NEAR BAMFIELD",BC,Discontinued,48.84167,-125.09167,1981,1983,"",,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"B.C. MINISTRY OF ENVIRONMENT",Y
08HB077,"CHINA CREEK BELOW MCFARLAND CREEK",BC,Discontinued,49.15972,-124.77500,1990,1995,"98.2",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB078,"FRENCH CREEK ABOVE PUMPHOUSE",BC,Discontinued,49.34000,-124.37472,1990,1996,"86.6",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB079,"BONELL CREEK NEAR NANOOSE",BC,Discontinued,49.22361,-124.19667,1990,1991,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB080,"ARROWSMITH CREEK AT OUTLET OF ARROWSMITH LAKE",BC,Discontinued,49.22111,-124.53472,1990,1998,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB082,"COMOX LAKE NEAR COURTENAY",BC,Active,49.64214,-125.09166,1993,2024,"",,N,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HB083,"COURTENAY RIVER AT 5TH AVENUE BRIDGE",BC,Active,49.69225,-124.99577,1993,2024,"858",,R,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HB084,"PUNTLEDGE RIVER BELOW DIVERSION",BC,Active,49.66833,-125.08722,1993,2024,"479",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HB086,"TOFINO CREEK NEAR THE MOUTH",BC,Active,49.25083,-125.58333,1995,2024,"38.6",,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08HB087,"COMOX HARBOUR AT GOOSE SPIT",BC,Active,49.66389,-124.91736,1993,2024,"",,N,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HB088,"MARION CREEK NEAR UCLUELET",BC,Discontinued,49.20583,-125.31750,2002,2007,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB089,"TSOLUM RIVER BELOW MUREX CREEK",BC,Discontinued,49.80881,-125.19503,1997,2015,"86.8",,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB090,"HEADQUARTERS CREEK ABOVE TSOLUM RIVER",BC,Discontinued,49.76611,-125.12083,1997,1999,"",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB091,"PYRRHOTITE CREEK AT BRANCH 126",BC,Discontinued,49.77389,-125.30472,1997,1999,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB092,"SOUTH NANAIMO RIVER NEAR JUNCTION",BC,Active,49.06016,-124.12629,1997,2024,"211",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HB093,"NAHMINT RIVER ABOVE BEVERLY CREEK",BC,Discontinued,49.21806,-125.16639,1999,1999,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB094,"NAHMINT RIVER SOUTH TRIBUTARY AT MOUTH",BC,Discontinued,49.23000,-125.22889,1999,1999,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB095,"NAHMINT RIVER SOUTH TRIBUTARY MID VALLEY",BC,Discontinued,49.20556,-125.24222,1999,1999,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB096,"NAHMINT RIVER NORTH TRIBUTARY AT MOUTH",BC,Discontinued,49.22611,-125.22694,1999,1999,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB097,"NAHMINT RIVER NORTH TRIBUTARY MID VALLEY",BC,Discontinued,49.23361,-125.25361,1999,1999,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB098,"NAHMINT RIVER TRIBUTARY TO NORTH TRIBUTARY MID VALLEY",BC,Discontinued,49.24528,-125.24639,1998,1999,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HB099,"CHASE RIVER LOWER SPILLWAY",BC,Discontinued,49.14972,-123.96056,2004,2005,"",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HBX74,"CRUICKSHANK RIVER NEAR THE MOUTH NEW LOCATION",BC,Discontinued,49.57878,-125.21403,2012,2014,"213",,,Flow and Level,Continuous,N,N,N,,VANCOUVER,"",N
08HBX87,"COMOX HARBOUR AT GOOSE SPIT (AUXILIARY GAUGE)",BC,Active,49.66389,-124.91736,2019,2024,"",,N,Level,Continuous,N,N,Y,,VANCOUVER,"",N
08HC001,"GOLD RIVER BELOW UCONA RIVER",BC,Active,49.70231,-126.11141,1956,2024,"992",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HC002,"UCONA RIVER AT THE MOUTH",BC,Discontinued,49.70843,-126.09861,1957,2014,"187",,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HC003,"SHARP CREEK ON MEARES ISLAND",BC,Discontinued,49.18056,-125.86528,1982,1989,"2.40",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HC004,"BEDWELL RIVER ABOVE URSUS CREEK",BC,Discontinued,49.40444,-125.74750,1990,1999,"114",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HC005,"HEBER RIVER NEAR GOLD RIVER",BC,Discontinued,49.81551,-125.98834,1993,2019,"60.0",,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HC006,"CREST LAKE NEAR HIGHWAY 28",BC,Active,49.84107,-125.90671,1997,2024,"",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HC007,"HEBER DIVERSION NEAR GOLD RIVER",BC,Discontinued,49.85444,-125.95222,1997,2011,"",,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HC008,"URSUS CREEK NEAR TOFINO",BC,Discontinued,49.37972,-125.54278,1996,1998,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HC009,"HESQUIAT POINT CREEK AT HESQUIAT POINT",BC,Discontinued,49.41278,-126.38889,1997,1998,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HC010,"CYPRE RIVER NEAR GOLD RIVER",BC,Discontinued,49.36972,-125.86833,1997,1998,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HC011,"ATLEO RIVER NEAR GOLD RIVER",BC,Discontinued,49.36944,-126.01222,1997,1998,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD001,"CAMPBELL RIVER AT OUTLET OF CAMPBELL LAKE",BC,Discontinued,50.00222,-125.38889,1910,1949,"1400",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD002,"OYSTER RIVER NEAR CAMPBELL RIVER",BC,Discontinued,49.86889,-125.12361,1916,1917,"363",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD003,"CAMPBELL RIVER NEAR CAMPBELL RIVER",BC,Discontinued,50.03806,-125.29472,1949,2022,"1470",,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM NO. 1,VANCOUVER,"",N
08HD004,"CAMPBELL RIVER NEAR QUINSAM",BC,Discontinued,49.96500,-125.58611,1953,1956,"1150",,N,Flow,Continuous,N,N,N,,VANCOUVER,"",N
08HD005,"QUINSAM RIVER NEAR CAMPBELL RIVER",BC,Active,50.02921,-125.30000,1957,2024,"278",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD006,"SALMON RIVER NEAR SAYWARD",BC,Active,50.31247,-125.90750,1958,2024,"1210",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD007,"SALMON RIVER ABOVE MEMEKAY RIVER",BC,Active,50.19728,-125.74481,1960,2024,"439",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD008,"BLACK CREEK NEAR MIRACLE BEACH PARK",BC,Discontinued,49.83139,-125.12417,1968,1968,"72.8",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD009,"STOWE CREEK NEAR SAYWARD",BC,Discontinued,50.29889,-125.88472,1969,1969,"17.1",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08HD010,"QUINSAM RIVER BELOW QUINSAM LAKE",BC,Discontinued,49.96250,-125.39444,1957,1970,"231",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"OCEAN SCIENCE AND SURVEYS (DFO) (CANADA)",Y
08HD011,"OYSTER RIVER BELOW WOODHUS CREEK",BC,Active,49.89458,-125.24175,1974,2024,"302",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD012,"SPRINGER CREEK NEAR SAYWARD",BC,Discontinued,50.34028,-125.90556,1976,1980,"17.4",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"B.C. MINISTRY OF ENVIRONMENT",Y
08HD013,"BARRON CREEK NEAR BLOEDEL",BC,Discontinued,50.11222,-125.33667,1978,1980,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD014,"BLACK CREEK AT STURGESS ROAD",BC,Discontinued,49.80806,-125.14250,1980,1989,"71.7",,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD015,"SALMON RIVER ABOVE CAMPBELL LAKE DIVERSION",BC,Discontinued,50.09042,-125.67822,1981,2024,"268",,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD016,"HYACINTHE CREEK ON QUADRA ISLAND",BC,Discontinued,50.13389,-125.25361,1993,1999,"7.68",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD017,"BASIL BROOK ON CORTES ISLAND",BC,Discontinued,50.11528,-124.91583,1990,1992,"",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD018,"ELK RIVER ABOVE CAMPBELL LAKE",BC,Active,49.85723,-125.81268,1991,2024,"132",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD020,"SALMON RIVER DIVERSION NEAR CAMPBELL RIVER",BC,Discontinued,50.09367,-125.66975,1993,2024,"270",,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD021,"QUINSAM RIVER AT ARGONAUT BRIDGE",BC,Active,49.92984,-125.50964,1993,2024,"84.2",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD022,"CAMPBELL RIVER AT CAMPBELL RIVER LODGE",BC,Active,50.03364,-125.26758,1993,2024,"1750",,R,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD023,"LITTLE OYSTER RIVER AT YORKE ROAD",BC,Active,49.91158,-125.23197,1994,2024,"38.0",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD024,"CAMPBELL RIVER AT ARGONAUT WHARF",BC,Active,50.04228,-125.24717,2009,2024,"",,,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD025,"WOKAS LAKE NEAR CAMPBELL RIVER",BC,Active,49.91028,-125.54639,1997,2024,"",,R,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD026,"QUINSAM DIVERSION NEAR CAMPBELL RIVER",BC,Active,49.94147,-125.52531,1997,2024,"",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD027,"QUINSAM RIVER BELOW LOWER QUINSAM LAKE",BC,Active,49.92964,-125.33897,1997,2024,"215",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HD029,"CAMPBELL RIVER (SPILLWAY FLOWS AT JOHN HART DAM)",BC,Discontinued,50.04333,-125.33708,2001,2020,"",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD030,"PIGGOTT CREEK AT MOUNT WASHINGTON",BC,Discontinued,49.75000,-125.34028,1993,2005,"8.37",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD031,"UPPER CAMPBELL LAKE AT STRATHCONA DAM",BC,Active,49.99694,-125.58656,2007,2024,"",,R,Level,Continuous,N,N,Y,GEODETIC SURVEY OF CANADA DATUM (LOCAL 1970 ADJ.),VANCOUVER,"",N
08HD032,"SALMON RIVER BELOW CAMPBELL LAKE DIVERSION",BC,Discontinued,50.09367,-125.66975,2009,2023,"",,,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HD033,"BUTTLE LAKE ABOVE UPPER CAMPBELL LAKE",BC,Active,49.83575,-125.61606,2011,2024,"",,R,Level,Continuous,N,N,Y,GEODETIC SURVEY OF CANADA DATUM (LOCAL 1970 ADJ.),VANCOUVER,"",N
08HD034,"QUINSAM RIVER DIVERSION HEADPOND",BC,Active,49.93000,-125.52055,2017,2024,"",,,Flow and Level,Continuous,N,N,Y,,VANCOUVER,"",N
08HD035,"CAMPBELL RIVER NEAR CAMPBELL RIVER CABLEWAY",BC,Active,50.03736,-125.28692,2021,2024,"1510",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HDX03,"CAMPBELL RIVER NEAR CAMPBELL RIVER (TEST STATION)",BC,Discontinued,50.03731,-125.28750,2016,2021,"",,,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HDX05,"QUINSAM RIVER NEAR CAMPBELL RIVER (AUXILIARY STATION)",BC,Active,50.02921,-125.30000,2021,2024,"278",,,Flow and Level,Continuous,N,N,Y,,VANCOUVER,"",N
08HDX22,"CAMPBELL RIVER AT CAMPBELL RIVER LODGE (AUXILIARY STATION)",BC,Active,50.03364,-125.26758,2021,2024,"1750",,,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HDX24,"CAMPBELL RIVER AT ARGONAUT WHARF (AUXILIARY GAUGE)",BC,Active,50.04200,-125.24700,2019,2024,"",,,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HDX35,"CAMPBELL RIVER NEAR CAMPBELL RIVER CABLEWAY (AUXILIARY STATION)",BC,Active,50.03736,-125.28692,2021,2024,"1510",,,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HE001,"MARBLE RIVER AT OUTLET OF ALICE LAKE",BC,Active,50.52389,-127.43083,1925,2024,"518",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HE002,"MARBLE RIVER AT OUTLET OF VICTORIA LAKE",BC,Discontinued,50.43028,-127.40389,1925,1953,"122",,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HE003,"BENSON RIVER NEAR PORT ALICE",BC,Discontinued,50.40111,-127.29778,1925,1931,"228",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HE004,"RAGING RIVER NEAR PORT ALICE",BC,Discontinued,50.38944,-127.23139,1925,1926,"117",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08HE005,"VICTORIA LAKE NEAR PORT ALICE",BC,Discontinued,50.37917,-127.40861,1924,1953,"",,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HE006,"ZEBALLOS RIVER NEAR ZEBALLOS",BC,Active,50.01249,-126.84340,1960,2024,"178",,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HE007,"CLANNINICK CREEK AT HEADWATERS",BC,Discontinued,50.10222,-127.39556,1998,2009,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HE008,"ZEBALLOS RIVER AT MOOK PEAK",BC,Active,50.13569,-126.82006,1998,2024,"14.6",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HE009,"KLASKISH RIVER NEAR KLASKINO INLET",BC,Active,50.29013,-127.69790,1998,2024,"33.3",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HE010,"MCKELVIE CREEK ABOVE INTAKE",BC,Discontinued,49.93867,-126.64148,1998,2014,"19.6",,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HF001,"KOKISH RIVER AT BEAVER COVE",BC,Discontinued,50.51667,-126.85556,1927,1941,"290",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HF002,"NIMPKISH RIVER NEAR ENGLEWOOD",BC,Discontinued,50.52278,-127.01417,1936,1938,"1760",,N,Flow,Seasonal,N,N,N,,VANCOUVER,"",N
08HF003,"KOKISH RIVER BELOW BONANZA RIVER",BC,Discontinued,50.47972,-126.82556,1959,1970,"269",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"BRITISH COLUMBIA HYDRO AND POWER AUTHORITY",Y
08HF004,"TSITIKA RIVER BELOW CATHERINE CREEK",BC,Active,50.44036,-126.57851,1975,2024,"365",,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,VANCOUVER,"",N
08HF005,"NIMPKISH RIVER ABOVE WOSS RIVER",BC,Active,50.21483,-126.61081,1990,2024,"783",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HF006,"SAN JOSEF RIVER BELOW SHARP CREEK",BC,Active,50.66933,-128.16840,1990,2024,"64.4",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HF007,"RUSSELL CREEK NEAR THE MOUTH",BC,Discontinued,50.32472,-126.41944,1991,1998,"32.6",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HF008,"CATHERINE CREEK NEAR THE MOUTH",BC,Discontinued,50.42472,-126.57889,1991,1999,"46.1",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HF011,"GOLD CREEK NEAR WOSS",BC,Discontinued,50.21833,-126.61667,1998,2002,"",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HF012,"PUGH CREEK NEAR NAHWITTI LAKE",BC,Active,50.73450,-127.88225,1999,2024,"22.3",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HF013,"SIMPSON CREEK NEAR KOPRINO HARBOUR",BC,Active,50.51245,-127.84200,1999,2024,"16.3",,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,"",N
08HF014,"KEOGH RIVER NEAR PORT HARDY",BC,Active,50.67197,-127.34867,2016,2024,"122",,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08HF015,"EVE RIVER BELOW KUNNUM CREEK",BC,Active,50.31629,-126.23243,2019,2024,"",,,Flow and Level,Continuous,N,N,Y,,VANCOUVER,"",N
08JA001,"NECHAKO RIVER AT FORT FRASER",BC,Discontinued,54.05500,-124.56083,1954,1960,"17700",,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08JA002,"OOTSA RIVER AT OOTSA LAKE",BC,Discontinued,53.62500,-125.73333,1931,1952,"4450",,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08JA003,"WHITESAIL RIVER NEAR OOTSA LAKE",BC,Discontinued,53.63889,-126.74889,1930,1952,"1010",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
08JA004,"TETACHUCK RIVER NEAR OOTSA LAKE",BC,Discontinued,53.35333,-125.56944,1935,1952,"3320",,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,"",N
