x,y,MAX_REL_HUMIDITY,MAX_TEMPERATURE_FLAG,LOCAL_DAY,HEATING_DEGREE_DAYS,TOTAL_PRECIPITATION,ID,LOCAL_MONTH,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE_FLAG,SNOW_ON_GROUND,DIRECTION_MAX_GUST,MIN_REL_HUMIDITY,MIN_TEMPERATURE,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,LOCAL_DATE,LOCAL_YEAR,MEAN_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,TOTAL_RAIN,TOTAL_RAIN_FLAG,SPEED_MAX_GUST,TOTAL_PRECIPITATION_FLAG,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,STATION_NAME,MAX_TEMPERATURE,PROVINCE_CODE,TOTAL_SNOW_FLAG
-122.7675,53.88,,,19,9,1.2,1096468.2016.5.19,5,0,,,0,,,6,1096468,,2016-05-19 00:00:00,2016,9,,,,,0,1.2,,,,,,PRINCE GEORGE STP,12,BC,
-122.7675,53.88,,,13,0.2,0,1096468.2018.7.13,7,0,,,0,,,13,1096468,,2018-07-13 00:00:00,2018,17.8,,,,,0,0,,,,,,PRINCE GEORGE STP,22.5,BC,
-122.7675,53.88,,,1,17.7,25,1096468.2018.11.1,11,0,,,0,,,-1.5,1096468,,2018-11-01 00:00:00,2018,0.3,,,,,5,20,,,,,,PRINCE GEORGE STP,2,BC,
-122.7675,53.88,,,16,6.5,0,1096468.2013.5.16,5,0,,,0,,,4,1096468,,2013-05-16 00:00:00,2013,11.5,,,,,0,0,,,,,,PRINCE GEORGE STP,19,BC,
-122.7675,53.88,,,24,18.8,1.2,1096468.2014.12.24,12,0,,,2,,,-3,1096468,,2014-12-24 00:00:00,2014,-0.8,,,,,1.2,0,,,,,,PRINCE GEORGE STP,1.5,BC,
-122.7675,53.88,,,9,0,0.6,1096468.2021.8.9,8,0.3,,,0,,,12.5,1096468,,2021-08-09 00:00:00,2021,18.3,,,,,0,0.6,,,,,,PRINCE GEORGE STP,24,BC,
-122.7675,53.88,,,3,36,2,1096468.2018.2.3,2,0,,,38,,,-23,1096468,,2018-02-03 00:00:00,2018,-18,,,,,2,0,,,,,,PRINCE GEORGE STP,-13,BC,
-122.7675,53.88,,,16,17.5,2.8,1096468.2013.12.16,12,0,,,24,,,-3,1096468,,2013-12-16 00:00:00,2013,0.5,,,,,2.8,0,,,,,,PRINCE GEORGE STP,4,BC,
-122.7675,53.88,,,7,1.5,7.6,1096468.2016.7.7,7,0,,,0,,,10,1096468,,2016-07-07 00:00:00,2016,16.5,,,,,0,7.6,,,,,,PRINCE GEORGE STP,23,BC,
-122.7675,53.88,,,7,14.7,0,1096468.2021.10.7,10,0,,,0,,,-1.5,1096468,,2021-10-07 00:00:00,2021,3.3,,,,,0,0,,,,,,PRINCE GEORGE STP,8,BC,
-122.7675,53.88,,,2,0,4.8,1096468.2015.8.2,8,0.5,,,0,,,11,1096468,,2015-08-02 00:00:00,2015,18.5,,,,,0,4.8,,,,,,PRINCE GEORGE STP,26,BC,
-122.7675,53.88,,,8,0,4.8,1096468.2017.6.8,6,1.5,,,0,,,12,1096468,,2017-06-08 00:00:00,2017,19.5,,,,,0,4.8,,,,,,PRINCE GEORGE STP,27,BC,
-122.7675,53.88,,,19,11.7,0,1096468.2021.4.19,4,0,,,0,,,-2.5,1096468,,2021-04-19 00:00:00,2021,6.3,,,,,0,0,,,,,,PRINCE GEORGE STP,15,BC,
-122.7675,53.88,,,17,18,0.2,1096468.2013.2.17,2,0,,,43,,,-6,1096468,,2013-02-17 00:00:00,2013,0,,,,,0.2,0,,,,,,PRINCE GEORGE STP,6,BC,
-122.7675,53.88,,,9,27,5,1096468.2020.1.9,1,0,,,38,,,-14,1096468,,2020-01-09 00:00:00,2020,-9,,,,,5,0,,,,,,PRINCE GEORGE STP,-4,BC,
-122.7675,53.88,,,21,5,0,1096468.2014.6.21,6,0,,,0,,,3.5,1096468,,2014-06-21 00:00:00,2014,13,,,,,0,0,,,,,,PRINCE GEORGE STP,22.5,BC,
-122.7675,53.88,,,30,0,0.8,1096468.2015.6.30,6,1.8,,,0,,,15,1096468,,2015-06-30 00:00:00,2015,19.8,,,,,0,0.8,,,,,,PRINCE GEORGE STP,24.5,BC,
-122.7675,53.88,,,13,0,0,1096468.2021.7.13,7,3,,,0,,,11,1096468,,2021-07-13 00:00:00,2021,21,,,,,0,0,,,,,,PRINCE GEORGE STP,31,BC,
-122.7675,53.88,,M,6,,0,1096468.2022.10.6,10,,,M,0,,,,1096468,,2022-10-06 00:00:00,2022,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,20,14.7,0,1096468.2013.4.20,4,0,,,0,,,-0.5,1096468,,2013-04-20 00:00:00,2013,3.3,,,,,0,0,,,,,,PRINCE GEORGE STP,7,BC,
-122.7675,53.88,,,12,37.8,2.6,1096468.2018.1.12,1,0,,,16,,,-25.5,1096468,,2018-01-12 00:00:00,2018,-19.8,,,,,2.6,0,,,,,,PRINCE GEORGE STP,-14,BC,
-122.7675,53.88,,,10,0,0,1096468.2018.7.10,7,1.8,,,0,,,14,1096468,,2018-07-10 00:00:00,2018,19.8,,,,,0,0,,,,,,PRINCE GEORGE STP,25.5,BC,
-122.7675,53.88,,,30,12.2,0,1096468.2019.4.30,4,0,,,0,,,-0.5,1096468,,2019-04-30 00:00:00,2019,5.8,,,,,0,0,,,,,,PRINCE GEORGE STP,12,BC,
-122.7675,53.88,,,8,13.2,0,1096468.2016.3.8,3,0,,,0,,,-0.5,1096468,,2016-03-08 00:00:00,2016,4.8,,,,,0,0,,,,T,,PRINCE GEORGE STP,10,BC,
-122.7675,53.88,,M,13,,0,1096468.2022.9.13,9,,,M,0,,,,1096468,,2022-09-13 00:00:00,2022,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,M,17,,0,1096468.2022.8.17,8,,,M,0,,,,1096468,,2022-08-17 00:00:00,2022,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,1,12,2.6,1096468.2013.5.1,5,0,,,0,,,-1,1096468,,2013-05-01 00:00:00,2013,6,,,,,0,2.6,,,,,,PRINCE GEORGE STP,13,BC,
-122.7675,53.88,,,23,6,1.4,1096468.2020.8.23,8,0,,,0,,,5,1096468,,2020-08-23 00:00:00,2020,12,,,,,0,1.4,,,,,,PRINCE GEORGE STP,19,BC,
-122.7675,53.88,,,13,14.5,1.2,1096468.2018.4.13,4,0,,,11,,,-2,1096468,,2018-04-13 00:00:00,2018,3.5,,,,,0,1.2,,,,,,PRINCE GEORGE STP,9,BC,
-122.7675,53.88,,,7,15,0,1096468.2020.4.7,4,0,,,43,,,-0.5,1096468,,2020-04-07 00:00:00,2020,3,,,,,0,0,,,,,,PRINCE GEORGE STP,6.5,BC,
-122.7675,53.88,,,14,40.5,0,1096468.2016.12.14,12,0,,,6,,,-26,1096468,,2016-12-14 00:00:00,2016,-22.5,,,,,0,0,,,,,,PRINCE GEORGE STP,-19,BC,
-122.7675,53.88,,,27,0.2,0.4,1096468.2014.7.27,7,0,,,0,,,10,1096468,,2014-07-27 00:00:00,2014,17.8,,,,,0,0.4,,,,,,PRINCE GEORGE STP,25.5,BC,
-122.7675,53.88,,,13,1,11.8,1096468.2016.7.13,7,0,,,0,,,13,1096468,,2016-07-13 00:00:00,2016,17,,,,,0,11.8,,,,,,PRINCE GEORGE STP,21,BC,
-122.7675,53.88,,,8,15.5,0,1096468.2016.10.8,10,0,,,0,,,0.5,1096468,,2016-10-08 00:00:00,2016,2.5,,,,,0,0,,,,,,PRINCE GEORGE STP,4.5,BC,
-122.7675,53.88,,M,22,,7,1096468.2021.12.22,12,,,M,33,,,,1096468,,2021-12-22 00:00:00,2021,,M,,M,,7,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,M,30,,0,1096468.2023.5.30,5,,,M,0,,,,1096468,,2023-05-30 00:00:00,2023,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,6,0,0,1096468.2018.8.6,8,3.3,,,0,,,11.5,1096468,,2018-08-06 00:00:00,2018,21.3,,,,,0,0,,,,,,PRINCE GEORGE STP,31,BC,
-122.7675,53.88,,,17,15.5,1.8,1096468.2016.2.17,2,0,,,16,,,0.5,1096468,,2016-02-17 00:00:00,2016,2.5,,,,,0,1.8,,,,,,PRINCE GEORGE STP,4.5,BC,
-122.7675,53.88,,,13,13.5,1.8,1096468.2015.4.13,4,0,,,0,,,-3,1096468,,2015-04-13 00:00:00,2015,4.5,,,,,0,1.8,,,,,,PRINCE GEORGE STP,12,BC,
-122.7675,53.88,,,29,18,3.8,1096468.2015.1.29,1,0,,,8,,,-3.5,1096468,,2015-01-29 00:00:00,2015,0,,,,,3.8,0,,,,,,PRINCE GEORGE STP,3.5,BC,
-122.7675,53.88,,M,17,,0,1096468.2022.2.17,2,,,M,19,,,,1096468,,2022-02-17 00:00:00,2022,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,M,16,,0,1096468.2023.5.16,5,,,M,0,,,,1096468,,2023-05-16 00:00:00,2023,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,31,20.8,0,1096468.2014.3.31,3,0,,,15,,,-10,1096468,,2014-03-31 00:00:00,2014,-2.8,,,,,0,0,,,,,,PRINCE GEORGE STP,4.5,BC,
-122.7675,53.88,,,16,19,0,1096468.2015.2.16,2,0,,,26,,,-3.5,1096468,,2015-02-16 00:00:00,2015,-1,,,,,0,0,,,,,,PRINCE GEORGE STP,1.5,BC,
-122.7675,53.88,,,5,13.5,8,1096468.2016.4.5,4,0,,,0,,,1,1096468,,2016-04-05 00:00:00,2016,4.5,,,,,2,6,,,,,,PRINCE GEORGE STP,8,BC,
-122.7675,53.88,,,18,23.5,3,1096468.2020.11.18,11,0,,,17,,,-8,1096468,,2020-11-18 00:00:00,2020,-5.5,,,,,3,0,,,,,,PRINCE GEORGE STP,-3,BC,
-122.7675,53.88,,,6,1.5,0,1096468.2015.6.6,6,0,,,0,,,9,1096468,,2015-06-06 00:00:00,2015,16.5,,,,,0,0,,,,,,PRINCE GEORGE STP,24,BC,
-122.7675,53.88,,,14,,0,1096468.2017.11.14,11,,,M,5,,,,1096468,,2017-11-14 00:00:00,2017,,M,,M,,0,0,,,T,,M,PRINCE GEORGE STP,0,BC,T
-122.7675,53.88,,,6,23.5,0,1096468.2019.11.6,11,0,,,0,,,-10,1096468,,2019-11-06 00:00:00,2019,-5.5,,,,,0,0,,,,,,PRINCE GEORGE STP,-1,BC,
-122.7675,53.88,,,30,8,2.6,1096468.2020.8.30,8,0,,,0,,,5,1096468,,2020-08-30 00:00:00,2020,10,,,,,0,2.6,,,,,,PRINCE GEORGE STP,15,BC,
-122.7675,53.88,,,25,3.7,0,1096468.2017.5.25,5,0,,,0,,,6,1096468,,2017-05-25 00:00:00,2017,14.3,,,,,0,0,,,,,,PRINCE GEORGE STP,22.5,BC,
-122.7675,53.88,,,11,4.2,6.2,1096468.2017.5.11,5,0,,,0,,,9.5,1096468,,2017-05-11 00:00:00,2017,13.8,,,,,0,6.2,,,,,,PRINCE GEORGE STP,18,BC,
-122.7675,53.88,,M,6,,0,1096468.2021.11.6,11,,,M,0,,,,1096468,,2021-11-06 00:00:00,2021,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,M,14,,0,1096468.2022.6.14,6,,,M,0,,,,1096468,,2022-06-14 00:00:00,2022,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,27,2.2,0,1096468.2021.8.27,8,0,,,0,,,10.5,1096468,,2021-08-27 00:00:00,2021,15.8,,,,,0,0,,,,,,PRINCE GEORGE STP,21,BC,
-122.7675,53.88,,,20,,6.6,1096468.2020.7.20,7,,,M,0,,,,1096468,,2020-07-20 00:00:00,2020,,M,,M,,0,6.6,,,,,M,PRINCE GEORGE STP,26,BC,
-122.7675,53.88,,M,19,,0,1096468.2021.12.19,12,,,M,13,,,,1096468,,2021-12-19 00:00:00,2021,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,11,16.5,1.6,1096468.2014.3.11,3,0,,,37,,,-4,1096468,,2014-03-11 00:00:00,2014,1.5,,,,,1.6,0,,,,,,PRINCE GEORGE STP,7,BC,
-122.7675,53.88,,,28,1.5,1.8,1096468.2013.8.28,8,0,,,0,,,10,1096468,,2013-08-28 00:00:00,2013,16.5,,,,,0,1.8,,,,,,PRINCE GEORGE STP,23,BC,
-122.7675,53.88,,,8,13.2,0,1096468.2018.4.8,4,0,,,29,,,-0.5,1096468,,2018-04-08 00:00:00,2018,4.8,,,,,0,0,,,,,,PRINCE GEORGE STP,10,BC,
-122.7675,53.88,,,18,12,0,1096468.2017.1.18,1,0,,,3,,,3,1096468,,2017-01-18 00:00:00,2017,6,,,,,0,0,,,,,,PRINCE GEORGE STP,9,BC,
-122.7675,53.88,,,27,,0,1096468.2017.10.27,10,,,M,0,,,,1096468,,2017-10-27 00:00:00,2017,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,14,BC,
-122.7675,53.88,,,24,2,0,1096468.2017.6.24,6,0,,,0,,,5.5,1096468,,2017-06-24 00:00:00,2017,16,,,,,0,0,,,,,,PRINCE GEORGE STP,26.5,BC,
-122.7675,53.88,,,17,16,0,1096468.2014.3.17,3,0,,,0,,,-1.5,1096468,,2014-03-17 00:00:00,2014,2,,,,,0,0,,,,,,PRINCE GEORGE STP,5.5,BC,
-122.7675,53.88,,,22,15.2,0.8,1096468.2016.3.22,3,0,,,0,,,-2,1096468,,2016-03-22 00:00:00,2016,2.8,,,,,0.8,0,,,,,,PRINCE GEORGE STP,7.5,BC,
-122.7675,53.88,,,12,0.2,5.4,1096468.2019.8.12,8,0,,,0,,,13.5,1096468,,2019-08-12 00:00:00,2019,17.8,,,,,0,5.4,,,,,,PRINCE GEORGE STP,22,BC,
-122.7675,53.88,,,8,9,0.4,1096468.2014.4.8,4,0,,,0,,,6,1096468,,2014-04-08 00:00:00,2014,9,,,,,0,0.4,,,,T,,PRINCE GEORGE STP,12,BC,
-122.7675,53.88,,M,24,,0,1096468.2022.6.24,6,,,M,0,,,,1096468,,2022-06-24 00:00:00,2022,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,30,18.5,0,1096468.2019.10.30,10,0,,,0,,,-6,1096468,,2019-10-30 00:00:00,2019,-0.5,,,,,0,0,,,,,,PRINCE GEORGE STP,5,BC,
-122.7675,53.88,,,9,14,3,1096468.2013.10.9,10,0,,,0,,,0,1096468,,2013-10-09 00:00:00,2013,4,,,,,0,3,,,,,,PRINCE GEORGE STP,8,BC,
-122.7675,53.88,,,8,,3,1096468.2013.6.8,6,,,M,0,,,,1096468,,2013-06-08 00:00:00,2013,,M,,M,,0,3,,,,,M,PRINCE GEORGE STP,15.5,BC,
-122.7675,53.88,,,20,3.7,0,1096468.2014.8.20,8,0,,,0,,,5.5,1096468,,2014-08-20 00:00:00,2014,14.3,,,,,0,0,,,,,,PRINCE GEORGE STP,23,BC,
-122.7675,53.88,,,26,13,0,1096468.2013.3.26,3,0,,,64,,,-2,1096468,,2013-03-26 00:00:00,2013,5,,,,,0,0,,,,,,PRINCE GEORGE STP,12,BC,
-122.7675,53.88,,,9,2.5,7.6,1096468.2017.9.9,9,0,,,0,,,11.5,1096468,,2017-09-09 00:00:00,2017,15.5,,,,,0,7.6,,,,,,PRINCE GEORGE STP,19.5,BC,
-122.7675,53.88,,,26,13.2,3.8,1096468.2016.2.26,2,0,,,8,,,0.5,1096468,,2016-02-26 00:00:00,2016,4.8,,,,,0,3.8,,,,,,PRINCE GEORGE STP,9,BC,
-122.7675,53.88,,,26,14.7,0,1096468.2016.1.26,1,0,,,30,,,0.5,1096468,,2016-01-26 00:00:00,2016,3.3,,,,,0,0,,,,,,PRINCE GEORGE STP,6,BC,
-122.7675,53.88,,,5,0,2.8,1096468.2013.8.5,8,2.5,,,0,,,10,1096468,,2013-08-05 00:00:00,2013,20.5,,,,,0,2.8,,,,,,PRINCE GEORGE STP,31,BC,
-122.7675,53.88,,,29,0,0,1096468.2021.7.29,7,1.8,,,0,,,11.5,1096468,,2021-07-29 00:00:00,2021,19.8,,,,,0,0,,,,,,PRINCE GEORGE STP,28,BC,
-122.7675,53.88,,,30,0,0,1096468.2019.5.30,5,0.3,,,0,,,8,1096468,,2019-05-30 00:00:00,2019,18.3,,,,,0,0,,,,,,PRINCE GEORGE STP,28.5,BC,
-122.7675,53.88,,,5,21.8,0,1096468.2018.1.5,1,0,,,14,,,-9.5,1096468,,2018-01-05 00:00:00,2018,-3.8,,,,,0,0,T,,T,,,PRINCE GEORGE STP,2,BC,
-122.7675,53.88,,,2,37,0,1096468.2016.1.2,1,0,,,27,,,-22,1096468,,2016-01-02 00:00:00,2016,-19,,,,,0,0,,,T,,,PRINCE GEORGE STP,-16,BC,T
-122.7675,53.88,,,3,29.8,1,1096468.2015.1.3,1,0,,,17,,,-17,1096468,,2015-01-03 00:00:00,2015,-11.8,,,,,1,0,,,,,,PRINCE GEORGE STP,-6.5,BC,
-122.7675,53.88,,M,5,,0,1096468.2022.10.5,10,,,M,0,,,,1096468,,2022-10-05 00:00:00,2022,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,21,0,0,1096468.2019.7.21,7,0,,,0,,,10,1096468,,2019-07-21 00:00:00,2019,18,,,,,0,0,,,,,,PRINCE GEORGE STP,26,BC,
-122.7675,53.88,,,1,13.5,0,1096468.2021.4.1,4,0,,,0,,,0,1096468,,2021-04-01 00:00:00,2021,4.5,,,,,0,0,,,,,,PRINCE GEORGE STP,9,BC,
-122.7675,53.88,,,9,11.7,1,1096468.2017.4.9,4,0,,,0,,,-1,1096468,,2017-04-09 00:00:00,2017,6.3,,,,,0,1,,,,,,PRINCE GEORGE STP,13.5,BC,
-122.7675,53.88,,,27,13.2,0,1096468.2019.3.27,3,0,,,19,,,-1.5,1096468,,2019-03-27 00:00:00,2019,4.8,,,,,0,0,,,,,,PRINCE GEORGE STP,11,BC,
-122.7675,53.88,,,22,6.2,7,1096468.2019.9.22,9,0,,,0,,,10.5,1096468,,2019-09-22 00:00:00,2019,11.8,,,,,0,7,,,,,,PRINCE GEORGE STP,13,BC,
-122.7675,53.88,,M,14,,0,1096468.2022.4.14,4,,,M,0,,,,1096468,,2022-04-14 00:00:00,2022,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,14,4.7,7.6,1096468.2013.7.14,7,0,,,0,,,9,1096468,,2013-07-14 00:00:00,2013,13.3,,,,,0,7.6,,,,,,PRINCE GEORGE STP,17.5,BC,
-122.7675,53.88,,,30,16.5,1.4,1096468.2016.11.30,11,0,,,1,,,0,1096468,,2016-11-30 00:00:00,2016,1.5,,,,,0,1.4,,,,,,PRINCE GEORGE STP,3,BC,
-122.7675,53.88,,,15,15.2,0,1096468.2018.4.15,4,0,,,5,,,-6.5,1096468,,2018-04-15 00:00:00,2018,2.8,,,,,0,0,,,,,,PRINCE GEORGE STP,12,BC,
-122.7675,53.88,,,4,16.5,2,1096468.2013.2.4,2,0,,,46,,,-2.5,1096468,,2013-02-04 00:00:00,2013,1.5,,,,,2,0,,,,,,PRINCE GEORGE STP,5.5,BC,
-122.7675,53.88,,,30,10.2,2.8,1096468.2018.10.30,10,0,,,0,,,4,1096468,,2018-10-30 00:00:00,2018,7.8,,,,,0,2.8,,,,,,PRINCE GEORGE STP,11.5,BC,
-122.7675,53.88,,,29,4.5,0,1096468.2019.8.29,8,0,,,0,,,5,1096468,,2019-08-29 00:00:00,2019,13.5,,,,,0,0,,,,,,PRINCE GEORGE STP,22,BC,
-122.7675,53.88,,M,11,,,1096468.2023.2.11,2,,,M,,,,,1096468,,2023-02-11 00:00:00,2023,,M,,M,,,,M,,M,M,M,PRINCE GEORGE STP,,BC,M
-122.7675,53.88,,,24,12,3.4,1096468.2015.4.24,4,0,,,0,,,4,1096468,,2015-04-24 00:00:00,2015,6,,,,,0,3.4,,,,,,PRINCE GEORGE STP,8,BC,
-122.7675,53.88,,,13,14,0,1096468.2018.3.13,3,0,,,58,,,-6,1096468,,2018-03-13 00:00:00,2018,4,,,,,0,0,,,,,,PRINCE GEORGE STP,14,BC,
-122.7675,53.88,,,12,3,5,1096468.2021.6.12,6,0,,,0,,,10,1096468,,2021-06-12 00:00:00,2021,15,,,,,0,5,,,,,,PRINCE GEORGE STP,20,BC,
-122.7675,53.88,,,17,3,0,1096468.2018.8.17,8,0,,,0,,,10,1096468,,2018-08-17 00:00:00,2018,15,,,,,0,0,,,,,,PRINCE GEORGE STP,20,BC,
-122.7675,53.88,,,16,14.2,0,1096468.2017.3.16,3,0,,,0,,,-0.5,1096468,,2017-03-16 00:00:00,2017,3.8,,,,,0,0,T,,T,T,,PRINCE GEORGE STP,8,BC,
-122.7675,53.88,,,30,10.2,0,1096468.2018.4.30,4,0,,,0,,,-1.5,1096468,,2018-04-30 00:00:00,2018,7.8,,,,,0,0,,,,,,PRINCE GEORGE STP,17,BC,
-122.7675,53.88,,,23,20.5,0,1096468.2015.11.23,11,0,,,0,,,-5,1096468,,2015-11-23 00:00:00,2015,-2.5,,,,,0,0,,,,T,,PRINCE GEORGE STP,0,BC,
-122.7675,53.88,,M,11,,1.1,1096468.2022.8.11,8,,,M,0,,,,1096468,,2022-08-11 00:00:00,2022,,M,,M,,0,1.1,,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,8,6.5,0.6,1096468.2014.5.8,5,0,,,0,,,2,1096468,,2014-05-08 00:00:00,2014,11.5,,,,,0,0.6,,,,,,PRINCE GEORGE STP,21,BC,
-122.7675,53.88,,,11,17,0,1096468.2020.4.11,4,0,,,5,,,-4.5,1096468,,2020-04-11 00:00:00,2020,1,,,,,0,0,,,,,,PRINCE GEORGE STP,6.5,BC,
-122.7675,53.88,,,12,3,0,1096468.2020.9.12,9,0,,,0,,,9.5,1096468,,2020-09-12 00:00:00,2020,15,,,,,0,0,,,,,,PRINCE GEORGE STP,20.5,BC,
-122.7675,53.88,,,15,0,1.8,1096468.2017.7.15,7,1,,,0,,,12,1096468,,2017-07-15 00:00:00,2017,19,,,,,0,1.8,,,,,,PRINCE GEORGE STP,26,BC,
-122.7675,53.88,,M,7,,2,1096468.2022.1.7,1,,,M,41,,,,1096468,,2022-01-07 00:00:00,2022,,M,,M,,2,,M,,,,M,PRINCE GEORGE STP,,BC,
-122.7675,53.88,,,13,14.7,0.5,1096468.2016.3.13,3,0,,,0,,,-3,1096468,,2016-03-13 00:00:00,2016,3.3,,,,,0,0.5,,,,,,PRINCE GEORGE STP,9.5,BC,T
-122.7675,53.88,,,2,16.7,0,1096468.2016.12.2,12,0,,,1,,,-1.5,1096468,,2016-12-02 00:00:00,2016,1.3,,,,,0,0,,,,,,PRINCE GEORGE STP,4,BC,
-122.7675,53.88,,,15,16.5,0.2,1096468.2014.1.15,1,0,,,40,,,-2.5,1096468,,2014-01-15 00:00:00,2014,1.5,,,,,0.2,0,,,,,,PRINCE GEORGE STP,5.5,BC,
-122.7675,53.88,,,27,3.2,4.4,1096468.2019.8.27,8,0,,,0,,,10.5,1096468,,2019-08-27 00:00:00,2019,14.8,,,,,0,4.4,,,,,,PRINCE GEORGE STP,19,BC,
-122.7675,53.88,,,7,11.7,2.2,1096468.2017.10.7,10,0,,,0,,,2.5,1096468,,2017-10-07 00:00:00,2017,6.3,,,,,0,2.2,,,,,,PRINCE GEORGE STP,10,BC,
-122.7675,53.88,,,1,0,0,1096468.2017.7.1,7,2.5,,,0,,,12.5,1096468,,2017-07-01 00:00:00,2017,20.5,,,,,0,0,,,,,,PRINCE GEORGE STP,28.5,BC,
-122.7675,53.88,,,21,18.8,2,1096468.2014.1.21,1,0,,,38,,,-3,1096468,,2014-01-21 00:00:00,2014,-0.8,,,,,2,0,,,,,,PRINCE GEORGE STP,1.5,BC,
-122.7675,53.88,,,4,17.2,0,1096468.2020.1.4,1,0,,,30,,,-1.5,1096468,,2020-01-04 00:00:00,2020,0.8,,,,,0,0,,,,,,PRINCE GEORGE STP,3,BC,
-122.7675,53.88,,,24,19,0,1096468.2014.1.24,1,0,,,38,,,-3,1096468,,2014-01-24 00:00:00,2014,-1,,,,,0,0,,,,,,PRINCE GEORGE STP,1,BC,
-122.7675,53.88,,,28,18.5,11.2,1096468.2020.2.28,2,0,,,38,,,-3,1096468,,2020-02-28 00:00:00,2020,-0.5,,,,,9.6,1.6,,,,,,PRINCE GEORGE STP,2,BC,
-122.7675,53.88,,,31,0.7,0,1096468.2017.7.31,7,0,,,0,,,9,1096468,,2017-07-31 00:00:00,2017,17.3,,,,,0,0,,,,,,PRINCE GEORGE STP,25.5,BC,
-122.7675,53.88,,,21,0.7,1,1096468.2018.7.21,7,0,,,0,,,11.5,1096468,,2018-07-21 00:00:00,2018,17.3,,,,,0,1,,,,,,PRINCE GEORGE STP,23,BC,
-122.7675,53.88,,,15,1.5,0,1096468.2015.6.15,6,0,,,0,,,9,1096468,,2015-06-15 00:00:00,2015,16.5,,,,,0,0,,,,,,PRINCE GEORGE STP,24,BC,
-122.7675,53.88,,,2,11.2,2,1096468.2021.5.2,5,0,,,0,,,-2,1096468,,2021-05-02 00:00:00,2021,6.8,,,,,0,2,,,,,,PRINCE GEORGE STP,15.5,BC,
-122.7675,53.88,,,19,4.5,0.3,1096468.2020.5.19,5,0,,,0,,,6,1096468,,2020-05-19 00:00:00,2020,13.5,,,,,0,0.3,,,,,,PRINCE GEORGE STP,21,BC,
-122.7675,53.88,,,24,10,0,1096468.2013.4.24,4,0,,,0,,,-1,1096468,,2013-04-24 00:00:00,2013,8,,,,,0,0,,,,,,PRINCE GEORGE STP,17,BC,
-122.7675,53.88,,,7,12.7,6.4,1096468.2020.12.7,12,0,,,11,,,2.5,1096468,,2020-12-07 00:00:00,2020,5.3,,,,,0,6.4,,,,,,PRINCE GEORGE STP,8,BC,
-122.7675,53.88,,,13,5,0,1096468.2016.9.13,9,0,,,0,,,4,1096468,,2016-09-13 00:00:00,2016,13,,,,,0,0,,,,,,PRINCE GEORGE STP,22,BC,
-122.7675,53.88,,,16,16.5,0,1096468.2016.3.16,3,0,,,0,,,-4,1096468,,2016-03-16 00:00:00,2016,1.5,,,,,0,0,,,,,,PRINCE GEORGE STP,7,BC,
-122.7675,53.88,,,22,,0,1096468.2013.6.22,6,,,M,0,,,,1096468,,2013-06-22 00:00:00,2013,,M,,M,,0,0,,,,,M,PRINCE GEORGE STP,29,BC,
-122.7675,53.88,,,1,19,0.4,1096468.2015.3.1,3,0,,,20,,,-7.5,1096468,,2015-03-01 00:00:00,2015,-1,,,,,0.4,0,,,,,,PRINCE GEORGE STP,5.5,BC,
-122.7675,53.88,,,27,22.8,0,1096468.2014.3.27,3,0,,,21,,,-10.5,1096468,,2014-03-27 00:00:00,2014,-4.8,,,,,0,0,,,,,,PRINCE GEORGE STP,1,BC,
-122.7675,53.88,,,2,19.5,0,1096468.2015.3.2,3,0,,,20,,,-4,1096468,,2015-03-02 00:00:00,2015,-1.5,,,,,0,0,,,,,,PRINCE GEORGE STP,1,BC,
